ID,풍속 (m/s)
TEST_08052,1.97
TEST_08053,1.79
TEST_08054,7.49
TEST_08055,3.46
TEST_08056,1.24
TEST_08057,2.05
TEST_08058,1.27
TEST_08059,1.89
TEST_08060,0.56
TEST_08061,2.44
TEST_08062,2.52
TEST_08063,3.31
TEST_08064,1.4
TEST_08065,3.26
TEST_08066,2.56
TEST_08067,5.07
TEST_08068,5.31
TEST_08069,1.73
TEST_08070,1.73
TEST_08071,0.47
TEST_08072,2.66
TEST_08073,4.33
TEST_08074,0.9
TEST_08075,4.18
TEST_08076,3.09
TEST_08077,2.01
TEST_08078,7.48
TEST_08079,0.65
TEST_08080,0.81
TEST_08081,2.08
TEST_08082,0.82
TEST_08083,1.61
TEST_08084,0.48
TEST_08085,1.81
TEST_08086,1.64
TEST_08087,2.39
TEST_08088,2.46
TEST_08089,2.39
TEST_08090,0.41
TEST_08091,3.23
TEST_08092,0.42
TEST_08093,1.83
TEST_08094,1.87
TEST_08095,2.3
TEST_08096,2.28
TEST_08097,1.14
TEST_08098,0.54
TEST_08099,1.99
TEST_08100,2.43
TEST_08101,2.78
TEST_08102,2.47
TEST_08103,0.96
TEST_08104,0.93
TEST_08105,0.6
TEST_08106,1.45
TEST_08107,3.81
TEST_08108,1.6
TEST_08109,0.78
TEST_08110,1.8
TEST_08111,1.16
TEST_08112,1.57
TEST_08113,0.44
TEST_08114,1.16
TEST_08115,3.99
TEST_08116,0.6
TEST_08117,1.01
TEST_08118,5.54
TEST_08119,0.61
TEST_08120,2.75
TEST_08121,0.25
TEST_08122,1.75
TEST_08123,3.31
TEST_08124,1.13
TEST_08125,4.76
TEST_08126,1.72
TEST_08127,5.37
TEST_08128,1.93
TEST_08129,8.73
TEST_08130,0.79
TEST_08131,3.44
TEST_08132,0.85
TEST_08133,1.66
TEST_08134,2.22
TEST_08135,0.58
TEST_08136,1.41
TEST_08137,0.38
TEST_08138,2.14
TEST_08139,1.07
TEST_08140,3.18
TEST_08141,3.06
TEST_08142,2.62
TEST_08143,2.25
TEST_08144,3.87
TEST_08145,1.1
TEST_08146,2.86
TEST_08147,1.15
TEST_08148,1.8
TEST_08149,0.64
TEST_08150,2.68
TEST_08151,2.84
TEST_08152,0.58
TEST_08153,2.88
TEST_08154,4.4
TEST_08155,3.47
TEST_08156,4.2
TEST_08157,2.3
TEST_08158,0.78
TEST_08159,1.11
TEST_08160,1.42
TEST_08161,0.74
TEST_08162,1.54
TEST_08163,1.41
TEST_08164,2.17
TEST_08165,4.68
TEST_08166,7.96
TEST_08167,1.3
TEST_08168,2.23
TEST_08169,0.66
TEST_08170,3.39
TEST_08171,1.76
TEST_08172,1.64
TEST_08173,5.2
TEST_08174,1.65
TEST_08175,1.84
TEST_08176,1.68
TEST_08177,1.63
TEST_08178,2.72
TEST_08179,2.8
TEST_08180,1.7
TEST_08181,4.09
TEST_08182,1.77
TEST_08183,0.37
TEST_08184,2.73
TEST_08185,1.45
TEST_08186,2.06
TEST_08187,0.75
TEST_08188,1.65
TEST_08189,0.45
TEST_08190,1.58
TEST_08191,4.25
TEST_08192,0.26
TEST_08193,0.9
TEST_08194,2.31
TEST_08195,2.91
TEST_08196,2.97
TEST_08197,1.7
TEST_08198,1.21
TEST_08199,1.57
TEST_08200,0.19
TEST_08201,7.74
TEST_08202,1.53
TEST_08203,3.33
TEST_08204,1.36
TEST_08205,1.94
TEST_08206,3.44
TEST_08207,1.26
TEST_08208,3.81
TEST_08209,1.11
TEST_08210,0.75
TEST_08211,2.97
TEST_08212,1.31
TEST_08213,7.58
TEST_08214,0.64
TEST_08215,0.91
TEST_08216,2.71
TEST_08217,1.93
TEST_08218,2.53
TEST_08219,4.04
TEST_08220,2.48
TEST_08221,3.03
TEST_08222,3.32
TEST_08223,1.0
TEST_08224,4.64
TEST_08225,2.17
TEST_08226,1.84
TEST_08227,1.02
TEST_08228,3.35
TEST_08229,5.68
TEST_08230,0.49
TEST_08231,1.25
TEST_08232,1.24
TEST_08233,2.59
TEST_08234,1.71
TEST_08235,1.86
TEST_08236,1.99
TEST_08237,2.0
TEST_08238,1.48
TEST_08239,9.14
TEST_08240,2.75
TEST_08241,1.28
TEST_08242,0.63
TEST_08243,0.58
TEST_08244,2.89
TEST_08245,0.4
TEST_08246,1.0
TEST_08247,3.52
TEST_08248,0.32
TEST_08249,1.17
TEST_08250,3.1
TEST_08251,2.1
TEST_08252,1.19
TEST_08253,1.48
TEST_08254,1.37
TEST_08255,4.83
TEST_08256,1.5
TEST_08257,2.38
TEST_08258,0.56
TEST_08259,1.74
TEST_08260,0.93
TEST_08261,2.26
TEST_08262,0.8
TEST_08263,3.38
TEST_08264,0.92
TEST_08265,0.52
TEST_08266,6.37
TEST_08267,3.03
TEST_08268,0.95
TEST_08269,1.02
TEST_08270,5.14
TEST_08271,1.81
TEST_08272,1.49
TEST_08273,1.46
TEST_08274,0.59
TEST_08275,3.99
TEST_08276,2.69
TEST_08277,3.15
TEST_08278,1.92
TEST_08279,1.62
TEST_08280,1.49
TEST_08281,3.7
TEST_08282,3.37
TEST_08283,1.29
TEST_08284,0.47
TEST_08285,0.52
TEST_08286,2.67
TEST_08287,2.26
TEST_08288,0.87
TEST_08289,1.02
TEST_08290,4.81
TEST_08291,1.16
TEST_08292,1.29
TEST_08293,1.1
TEST_08294,4.25
TEST_08295,2.17
TEST_08296,2.85
TEST_08297,1.38
TEST_08298,3.28
TEST_08299,1.93
TEST_08300,0.4
TEST_08301,0.83
TEST_08302,0.38
TEST_08303,1.45
TEST_08304,2.02
TEST_08305,0.62
TEST_08306,0.7
TEST_08307,1.0
TEST_08308,1.78
TEST_08309,4.45
TEST_08310,7.7
TEST_08311,2.43
TEST_08312,1.3
TEST_08313,0.34
TEST_08314,1.64
TEST_08315,2.03
TEST_08316,0.84
TEST_08317,1.62
TEST_08318,4.11
TEST_08319,0.66
TEST_08320,1.63
TEST_08321,1.51
TEST_08322,0.16
TEST_08323,1.9
TEST_08324,1.7
TEST_08325,0.72
TEST_08326,0.92
TEST_08327,0.92
TEST_08328,0.81
TEST_08329,0.46
TEST_08330,2.04
TEST_08331,0.63
TEST_08332,0.59
TEST_08333,2.64
TEST_08334,0.75
TEST_08335,2.47
TEST_08336,0.57
TEST_08337,2.67
TEST_08338,3.03
TEST_08339,1.22
TEST_08340,1.32
TEST_08341,8.66
TEST_08342,1.45
TEST_08343,2.05
TEST_08344,1.13
TEST_08345,3.19
TEST_08346,4.79
TEST_08347,1.96
TEST_08348,1.5
TEST_08349,2.31
TEST_08350,1.56
TEST_08351,5.47
TEST_08352,3.24
TEST_08353,1.09
TEST_08354,0.42
TEST_08355,3.52
TEST_08356,1.76
TEST_08357,1.87
TEST_08358,5.89
TEST_08359,0.79
TEST_08360,9.72
TEST_08361,9.31
TEST_08362,1.65
TEST_08363,2.87
TEST_08364,0.68
TEST_08365,1.7
TEST_08366,0.86
TEST_08367,2.02
TEST_08368,0.7
TEST_08369,2.45
TEST_08370,2.46
TEST_08371,0.41
TEST_08372,0.91
TEST_08373,1.55
TEST_08374,1.47
TEST_08375,1.74
TEST_08376,3.1
TEST_08377,0.91
TEST_08378,0.64
TEST_08379,1.75
TEST_08380,5.7
TEST_08381,2.81
TEST_08382,2.44
TEST_08383,0.56
TEST_08384,1.29
TEST_08385,2.14
TEST_08386,2.16
TEST_08387,0.86
TEST_08388,4.17
TEST_08389,0.35
TEST_08390,0.88
TEST_08391,3.96
TEST_08392,2.55
TEST_08393,0.42
TEST_08394,0.88
TEST_08395,0.33
TEST_08396,1.56
TEST_08397,1.34
TEST_08398,3.31
TEST_08399,0.74
TEST_08400,1.17
TEST_08401,1.81
TEST_08402,1.2
TEST_08403,0.81
TEST_08404,1.24
TEST_08405,2.01
TEST_08406,5.18
TEST_08407,2.02
TEST_08408,0.85
TEST_08409,0.86
TEST_08410,0.49
TEST_08411,2.76
TEST_08412,1.17
TEST_08413,9.31
TEST_08414,0.71
TEST_08415,0.57
TEST_08416,3.05
TEST_08417,2.32
TEST_08418,1.65
TEST_08419,7.89
TEST_08420,0.26
TEST_08421,8.44
TEST_08422,2.41
TEST_08423,2.82
TEST_08424,1.53
TEST_08425,0.6
TEST_08426,4.27
TEST_08427,1.33
TEST_08428,0.89
TEST_08429,0.51
TEST_08430,2.64
TEST_08431,3.31
TEST_08432,1.4
TEST_08433,2.36
TEST_08434,3.4
TEST_08435,1.62
TEST_08436,3.02
TEST_08437,2.0
TEST_08438,0.93
TEST_08439,2.62
TEST_08440,2.49
TEST_08441,0.46
TEST_08442,0.4
TEST_08443,6.15
TEST_08444,1.53
TEST_08445,1.13
TEST_08446,0.6
TEST_08447,1.07
TEST_08448,0.75
TEST_08449,0.39
TEST_08450,2.55
TEST_08451,4.82
TEST_08452,1.52
TEST_08453,0.91
TEST_08454,0.95
TEST_08455,1.54
TEST_08456,5.6
TEST_08457,0.68
TEST_08458,1.41
TEST_08459,3.92
TEST_08460,2.61
TEST_08461,0.46
TEST_08462,2.13
TEST_08463,0.9
TEST_08464,1.82
TEST_08465,1.11
TEST_08466,1.88
TEST_08467,3.44
TEST_08468,1.78
TEST_08469,0.92
TEST_08470,4.25
TEST_08471,0.49
TEST_08472,1.43
TEST_08473,4.55
TEST_08474,0.38
TEST_08475,4.78
TEST_08476,2.2
TEST_08477,2.0
TEST_08478,3.95
TEST_08479,2.09
TEST_08480,0.7
TEST_08481,0.4
TEST_08482,1.84
TEST_08483,0.93
TEST_08484,1.29
TEST_08485,1.03
TEST_08486,3.43
TEST_08487,1.77
TEST_08488,2.98
TEST_08489,0.56
TEST_08490,0.86
TEST_08491,1.13
TEST_08492,1.13
TEST_08493,0.53
TEST_08494,1.32
TEST_08495,0.74
TEST_08496,2.1
TEST_08497,3.3
TEST_08498,2.55
TEST_08499,2.98
TEST_08500,1.05
TEST_08501,0.94
TEST_08502,2.42
TEST_08503,1.57
TEST_08504,1.66
TEST_08505,1.45
TEST_08506,0.43
TEST_08507,3.13
TEST_08508,0.48
TEST_08509,0.89
TEST_08510,0.34
TEST_08511,2.02
TEST_08512,1.79
TEST_08513,2.7
TEST_08514,1.22
TEST_08515,1.13
TEST_08516,1.88
TEST_08517,1.32
TEST_08518,1.96
TEST_08519,2.25
TEST_08520,2.89
TEST_08521,3.06
TEST_08522,2.02
TEST_08523,1.62
TEST_08524,1.3
TEST_08525,1.54
TEST_08526,1.01
TEST_08527,0.99
TEST_08528,1.39
TEST_08529,5.07
TEST_08530,4.98
TEST_08531,1.98
TEST_08532,0.76
TEST_08533,2.63
TEST_08534,1.11
TEST_08535,1.2
TEST_08536,2.51
TEST_08537,0.84
TEST_08538,0.75
TEST_08539,2.45
TEST_08540,2.32
TEST_08541,3.49
TEST_08542,2.37
TEST_08543,0.77
TEST_08544,1.38
TEST_08545,2.82
TEST_08546,3.39
TEST_08547,0.79
TEST_08548,2.05
TEST_08549,2.43
TEST_08550,0.38
TEST_08551,2.22
TEST_08552,4.78
TEST_08553,5.28
TEST_08554,1.05
TEST_08555,0.88
TEST_08556,4.06
TEST_08557,0.66
TEST_08558,6.38
TEST_08559,2.65
TEST_08560,2.09
TEST_08561,0.77
TEST_08562,2.14
TEST_08563,4.4
TEST_08564,0.88
TEST_08565,1.48
TEST_08566,0.21
TEST_08567,1.2
TEST_08568,1.42
TEST_08569,3.18
TEST_08570,2.58
TEST_08571,1.65
TEST_08572,7.93
TEST_08573,0.17
TEST_08574,1.97
TEST_08575,3.11
TEST_08576,1.23
TEST_08577,1.03
TEST_08578,8.73
TEST_08579,1.44
TEST_08580,1.54
TEST_08581,1.77
TEST_08582,1.52
TEST_08583,0.4
TEST_08584,4.69
TEST_08585,0.85
TEST_08586,0.8
TEST_08587,0.37
TEST_08588,1.14
TEST_08589,1.26
TEST_08590,0.74
TEST_08591,4.79
TEST_08592,2.68
TEST_08593,6.25
TEST_08594,1.77
TEST_08595,2.38
TEST_08596,6.57
TEST_08597,1.65
TEST_08598,1.67
TEST_08599,3.98
TEST_08600,1.68
TEST_08601,2.79
TEST_08602,4.81
TEST_08603,0.91
TEST_08604,2.06
TEST_08605,5.22
TEST_08606,3.56
TEST_08607,0.44
TEST_08608,0.83
TEST_08609,2.52
TEST_08610,0.38
TEST_08611,1.69
TEST_08612,1.13
TEST_08613,2.82
TEST_08614,4.79
TEST_08615,0.72
TEST_08616,5.12
TEST_08617,1.29
TEST_08618,0.85
TEST_08619,3.62
TEST_08620,0.56
TEST_08621,5.34
TEST_08622,0.37
TEST_08623,1.26
TEST_08624,3.23
TEST_08625,2.96
TEST_08626,4.23
TEST_08627,2.26
TEST_08628,1.64
TEST_08629,1.15
TEST_08630,1.68
TEST_08631,5.51
TEST_08632,3.52
TEST_08633,3.14
TEST_08634,4.74
TEST_08635,0.41
TEST_08636,2.81
TEST_08637,7.4
TEST_08638,4.09
TEST_08639,2.1
TEST_08640,1.09
TEST_08641,0.53
TEST_08642,2.49
TEST_08643,0.96
TEST_08644,0.78
TEST_08645,1.37
TEST_08646,1.69
TEST_08647,1.69
TEST_08648,1.23
TEST_08649,0.7
TEST_08650,0.31
TEST_08651,0.94
TEST_08652,1.08
TEST_08653,1.14
TEST_08654,0.53
TEST_08655,4.0
TEST_08656,1.19
TEST_08657,0.63
TEST_08658,0.83
TEST_08659,1.73
TEST_08660,1.55
TEST_08661,1.3
TEST_08662,3.07
TEST_08663,4.78
TEST_08664,2.59
TEST_08665,6.1
TEST_08666,0.52
TEST_08667,3.58
TEST_08668,2.42
TEST_08669,0.75
TEST_08670,0.55
TEST_08671,1.04
TEST_08672,1.31
TEST_08673,3.12
TEST_08674,1.41
TEST_08675,0.83
TEST_08676,3.0
TEST_08677,0.75
TEST_08678,1.93
TEST_08679,4.81
TEST_08680,3.85
TEST_08681,0.74
TEST_08682,1.07
TEST_08683,0.59
TEST_08684,0.47
TEST_08685,1.17
TEST_08686,2.24
TEST_08687,0.82
TEST_08688,1.06
TEST_08689,3.43
TEST_08690,1.62
TEST_08691,4.54
TEST_08692,3.22
TEST_08693,0.55
TEST_08694,2.88
TEST_08695,3.65
TEST_08696,4.84
TEST_08697,2.13
TEST_08698,1.61
TEST_08699,1.96
TEST_08700,0.73
TEST_08701,0.22
TEST_08702,1.41
TEST_08703,0.71
TEST_08704,2.18
TEST_08705,1.74
TEST_08706,1.11
TEST_08707,1.32
TEST_08708,1.29
TEST_08709,9.06
TEST_08710,6.44
TEST_08711,4.66
TEST_08712,1.51
TEST_08713,3.32
TEST_08714,0.71
TEST_08715,2.5
TEST_08716,1.09
TEST_08717,1.01
TEST_08718,0.78
TEST_08719,2.13
TEST_08720,0.72
TEST_08721,1.87
TEST_08722,1.11
TEST_08723,1.81
TEST_08724,5.7
TEST_08725,1.5
TEST_08726,6.29
TEST_08727,1.61
TEST_08728,0.81
TEST_08729,0.58
TEST_08730,1.18
TEST_08731,1.33
TEST_08732,2.69
TEST_08733,2.07
TEST_08734,2.5
TEST_08735,4.67
TEST_08736,4.79
TEST_08737,4.17
TEST_08738,1.0
TEST_08739,3.35
TEST_08740,1.22
TEST_08741,0.45
TEST_08742,1.95
TEST_08743,1.6
TEST_08744,1.03
TEST_08745,0.98
TEST_08746,4.79
TEST_08747,1.44
TEST_08748,1.78
TEST_08749,3.43
TEST_08750,6.38
TEST_08751,1.72
TEST_08752,0.8
TEST_08753,0.86
TEST_08754,1.45
TEST_08755,1.8
TEST_08756,0.64
TEST_08757,4.13
TEST_08758,4.97
TEST_08759,1.42
TEST_08760,1.6
TEST_08761,1.36
TEST_08762,2.02
TEST_08763,0.41
TEST_08764,3.67
TEST_08765,1.07
TEST_08766,2.55
TEST_08767,2.54
TEST_08768,1.55
TEST_08769,5.15
TEST_08770,1.59
TEST_08771,1.58
TEST_08772,0.92
TEST_08773,1.77
TEST_08774,0.46
TEST_08775,3.4
TEST_08776,3.01
TEST_08777,0.98
TEST_08778,3.19
TEST_08779,2.34
TEST_08780,1.5
TEST_08781,3.91
TEST_08782,4.42
TEST_08783,1.39
TEST_08784,3.49
TEST_08785,0.77
TEST_08786,0.48
TEST_08787,3.72
TEST_08788,1.05
TEST_08789,1.17
TEST_08790,1.1
TEST_08791,1.49
TEST_08792,1.91
TEST_08793,1.32
TEST_08794,1.11
TEST_08795,1.99
TEST_08796,1.0
TEST_08797,3.39
TEST_08798,0.9
TEST_08799,0.77
TEST_08800,4.3
TEST_08801,2.78
TEST_08802,2.37
TEST_08803,1.52
TEST_08804,0.53
TEST_08805,3.75
TEST_08806,0.45
TEST_08807,0.39
TEST_08808,0.52
TEST_08809,0.5
TEST_08810,5.19
TEST_08811,1.34
TEST_08812,1.2
TEST_08813,0.89
TEST_08814,0.93
TEST_08815,1.38
TEST_08816,1.95
TEST_08817,1.11
TEST_08818,2.86
TEST_08819,0.63
TEST_08820,0.47
TEST_08821,4.43
TEST_08822,1.33
TEST_08823,2.05
TEST_08824,4.69
TEST_08825,2.03
TEST_08826,6.03
TEST_08827,3.1
TEST_08828,3.32
TEST_08829,3.83
TEST_08830,1.41
TEST_08831,4.51
TEST_08832,2.41
TEST_08833,1.21
TEST_08834,2.99
TEST_08835,1.66
TEST_08836,1.84
TEST_08837,1.81
TEST_08838,0.6
TEST_08839,2.25
TEST_08840,1.18
TEST_08841,0.28
TEST_08842,0.5
TEST_08843,0.97
TEST_08844,1.8
TEST_08845,0.91
TEST_08846,2.39
TEST_08847,2.68
TEST_08848,1.07
TEST_08849,1.17
TEST_08850,0.26
TEST_08851,3.89
TEST_08852,0.47
TEST_08853,3.43
TEST_08854,0.84
TEST_08855,1.12
TEST_08856,3.3
TEST_08857,2.9
TEST_08858,2.79
TEST_08859,3.89
TEST_08860,0.6
TEST_08861,9.39
TEST_08862,1.21
TEST_08863,0.55
TEST_08864,1.88
TEST_08865,2.33
TEST_08866,1.04
TEST_08867,1.08
TEST_08868,0.66
TEST_08869,2.23
TEST_08870,2.81
TEST_08871,0.76
TEST_08872,1.1
TEST_08873,2.92
TEST_08874,1.08
TEST_08875,1.99
TEST_08876,0.33
TEST_08877,0.9
TEST_08878,1.5
TEST_08879,1.6
TEST_08880,1.5
TEST_08881,2.54
TEST_08882,0.71
TEST_08883,0.45
TEST_08884,0.75
TEST_08885,0.66
TEST_08886,1.53
TEST_08887,2.4
TEST_08888,0.33
TEST_08889,0.78
TEST_08890,0.69
TEST_08891,3.39
TEST_08892,1.68
TEST_08893,2.94
TEST_08894,1.06
TEST_08895,3.69
TEST_08896,0.41
TEST_08897,2.28
TEST_08898,1.03
TEST_08899,1.1
TEST_08900,0.42
TEST_08901,6.8
TEST_08902,1.62
TEST_08903,1.5
TEST_08904,1.68
TEST_08905,0.84
TEST_08906,2.34
TEST_08907,2.09
TEST_08908,2.86
TEST_08909,2.17
TEST_08910,2.29
TEST_08911,0.16
TEST_08912,1.48
TEST_08913,1.71
TEST_08914,2.25
TEST_08915,1.16
TEST_08916,1.67
TEST_08917,0.53
TEST_08918,1.33
TEST_08919,3.98
TEST_08920,0.61
TEST_08921,1.95
TEST_08922,0.55
TEST_08923,1.27
TEST_08924,0.95
TEST_08925,0.91
TEST_08926,1.23
TEST_08927,0.86
TEST_08928,1.67
TEST_08929,1.09
TEST_08930,2.08
TEST_08931,1.18
TEST_08932,1.01
TEST_08933,1.72
TEST_08934,2.5
TEST_08935,1.18
TEST_08936,0.69
TEST_08937,4.54
TEST_08938,1.51
TEST_08939,1.39
TEST_08940,5.54
TEST_08941,1.23
TEST_08942,3.2
TEST_08943,1.0
TEST_08944,1.33
TEST_08945,0.61
TEST_08946,0.44
TEST_08947,1.34
TEST_08948,0.32
TEST_08949,1.82
TEST_08950,2.51
TEST_08951,0.58
TEST_08952,1.01
TEST_08953,1.08
TEST_08954,0.58
TEST_08955,1.66
TEST_08956,0.89
TEST_08957,0.44
TEST_08958,4.96
TEST_08959,0.61
TEST_08960,0.67
TEST_08961,3.35
TEST_08962,1.86
TEST_08963,4.1
TEST_08964,3.62
TEST_08965,0.55
TEST_08966,0.49
TEST_08967,0.79
TEST_08968,0.38
TEST_08969,1.13
TEST_08970,0.36
TEST_08971,0.9
TEST_08972,0.98
TEST_08973,0.65
TEST_08974,4.34
TEST_08975,0.28
TEST_08976,5.82
TEST_08977,1.21
TEST_08978,2.19
TEST_08979,0.86
TEST_08980,1.6
TEST_08981,0.54
TEST_08982,6.36
TEST_08983,1.6
TEST_08984,5.41
TEST_08985,1.55
TEST_08986,1.06
TEST_08987,0.18
TEST_08988,3.25
TEST_08989,1.97
TEST_08990,2.54
TEST_08991,2.28
TEST_08992,2.14
TEST_08993,1.36
TEST_08994,0.65
TEST_08995,4.89
TEST_08996,4.21
TEST_08997,0.31
TEST_08998,0.97
TEST_08999,1.55
TEST_09000,1.93
TEST_09001,2.31
TEST_09002,1.4
TEST_09003,0.86
TEST_09004,1.78
TEST_09005,9.63
TEST_09006,0.23
TEST_09007,2.07
TEST_09008,0.3
TEST_09009,0.43
TEST_09010,0.55
TEST_09011,3.09
TEST_09012,1.45
TEST_09013,1.53
TEST_09014,1.28
TEST_09015,0.9
TEST_09016,3.36
TEST_09017,1.88
TEST_09018,1.46
TEST_09019,1.72
TEST_09020,3.18
TEST_09021,0.42
TEST_09022,1.9
TEST_09023,2.32
TEST_09024,2.3
TEST_09025,0.67
TEST_09026,0.14
TEST_09027,6.55
TEST_09028,1.65
TEST_09029,3.0
TEST_09030,2.34
TEST_09031,2.87
TEST_09032,4.15
TEST_09033,0.94
TEST_09034,0.73
TEST_09035,5.67
TEST_09036,1.69
TEST_09037,2.07
TEST_09038,0.9
TEST_09039,3.47
TEST_09040,1.35
TEST_09041,5.62
TEST_09042,2.51
TEST_09043,0.17
TEST_09044,0.94
TEST_09045,3.89
TEST_09046,2.0
TEST_09047,8.5
TEST_09048,1.1
TEST_09049,3.07
TEST_09050,3.83
TEST_09051,2.7
TEST_09052,1.74
TEST_09053,2.78
TEST_09054,2.31
TEST_09055,1.67
TEST_09056,2.95
TEST_09057,1.12
TEST_09058,1.18
TEST_09059,2.02
TEST_09060,3.9
TEST_09061,1.38
TEST_09062,1.91
TEST_09063,4.02
TEST_09064,1.75
TEST_09065,2.35
TEST_09066,2.44
TEST_09067,0.89
TEST_09068,3.57
TEST_09069,0.53
TEST_09070,0.4
TEST_09071,2.13
TEST_09072,1.66
TEST_09073,3.33
TEST_09074,3.78
TEST_09075,1.02
TEST_09076,1.12
TEST_09077,2.7
TEST_09078,0.76
TEST_09079,3.88
TEST_09080,1.59
TEST_09081,3.56
TEST_09082,2.51
TEST_09083,0.59
TEST_09084,1.67
TEST_09085,1.68
TEST_09086,2.69
TEST_09087,0.68
TEST_09088,0.24
TEST_09089,2.54
TEST_09090,7.69
TEST_09091,3.2
TEST_09092,2.03
TEST_09093,2.39
TEST_09094,2.93
TEST_09095,0.88
TEST_09096,1.57
TEST_09097,1.63
TEST_09098,0.42
TEST_09099,3.71
TEST_09100,0.99
TEST_09101,0.54
TEST_09102,0.68
TEST_09103,1.08
TEST_09104,0.45
TEST_09105,1.96
TEST_09106,3.98
TEST_09107,1.23
TEST_09108,0.45
TEST_09109,0.48
TEST_09110,2.25
TEST_09111,0.69
TEST_09112,1.64
TEST_09113,0.93
TEST_09114,1.82
TEST_09115,2.46
TEST_09116,1.18
TEST_09117,2.65
TEST_09118,1.68
TEST_09119,2.03
TEST_09120,1.12
TEST_09121,1.19
TEST_09122,6.74
TEST_09123,1.22
TEST_09124,8.54
TEST_09125,1.35
TEST_09126,0.39
TEST_09127,3.32
TEST_09128,0.63
TEST_09129,0.82
TEST_09130,0.78
TEST_09131,0.54
TEST_09132,2.04
TEST_09133,1.23
TEST_09134,1.95
TEST_09135,4.04
TEST_09136,5.73
TEST_09137,0.88
TEST_09138,1.93
TEST_09139,3.81
TEST_09140,1.01
TEST_09141,2.74
TEST_09142,1.71
TEST_09143,0.78
TEST_09144,2.1
TEST_09145,2.62
TEST_09146,1.59
TEST_09147,0.81
TEST_09148,2.06
TEST_09149,0.76
TEST_09150,0.91
TEST_09151,0.66
TEST_09152,0.98
TEST_09153,1.05
TEST_09154,9.9
TEST_09155,0.94
TEST_09156,0.54
TEST_09157,0.93
TEST_09158,2.45
TEST_09159,2.15
TEST_09160,0.62
TEST_09161,1.63
TEST_09162,1.4
TEST_09163,4.9
TEST_09164,1.0
TEST_09165,1.29
TEST_09166,1.01
TEST_09167,0.61
TEST_09168,1.89
TEST_09169,2.18
TEST_09170,0.88
TEST_09171,1.6
TEST_09172,2.29
TEST_09173,1.89
TEST_09174,1.26
TEST_09175,0.96
TEST_09176,0.29
TEST_09177,1.55
TEST_09178,1.18
TEST_09179,1.3
TEST_09180,3.62
TEST_09181,1.79
TEST_09182,3.45
TEST_09183,1.69
TEST_09184,1.38
TEST_09185,5.62
TEST_09186,3.61
TEST_09187,0.83
TEST_09188,1.33
TEST_09189,0.4
TEST_09190,1.65
TEST_09191,0.9
TEST_09192,2.46
TEST_09193,0.24
TEST_09194,0.23
TEST_09195,2.31
TEST_09196,0.21
TEST_09197,1.38
TEST_09198,3.11
TEST_09199,0.33
TEST_09200,0.82
TEST_09201,2.85
TEST_09202,0.28
TEST_09203,1.69
TEST_09204,0.44
TEST_09205,3.08
TEST_09206,2.52
TEST_09207,0.71
TEST_09208,1.93
TEST_09209,2.25
TEST_09210,1.29
TEST_09211,3.57
TEST_09212,0.51
TEST_09213,2.46
TEST_09214,2.62
TEST_09215,1.24
TEST_09216,0.84
TEST_09217,5.33
TEST_09218,4.68
TEST_09219,1.23
TEST_09220,6.29
TEST_09221,2.03
TEST_09222,4.77
TEST_09223,1.1
TEST_09224,0.52
TEST_09225,4.21
TEST_09226,1.74
TEST_09227,1.6
TEST_09228,4.39
TEST_09229,1.54
TEST_09230,0.27
TEST_09231,1.08
TEST_09232,0.24
TEST_09233,1.08
TEST_09234,1.29
TEST_09235,1.44
TEST_09236,6.49
TEST_09237,2.35
TEST_09238,0.8
TEST_09239,0.36
TEST_09240,0.67
TEST_09241,0.62
TEST_09242,3.43
TEST_09243,1.72
TEST_09244,0.45
TEST_09245,1.57
TEST_09246,4.71
TEST_09247,0.78
TEST_09248,1.01
TEST_09249,0.86
TEST_09250,0.42
TEST_09251,4.06
TEST_09252,1.26
TEST_09253,1.01
TEST_09254,2.62
TEST_09255,2.32
TEST_09256,6.99
TEST_09257,3.05
TEST_09258,3.48
TEST_09259,0.16
TEST_09260,1.08
TEST_09261,3.06
TEST_09262,3.18
TEST_09263,0.6
TEST_09264,1.21
TEST_09265,0.89
TEST_09266,0.2
TEST_09267,1.8
TEST_09268,2.52
TEST_09269,0.37
TEST_09270,1.53
TEST_09271,3.2
TEST_09272,2.53
TEST_09273,3.71
TEST_09274,1.55
TEST_09275,1.79
TEST_09276,1.92
TEST_09277,2.15
TEST_09278,0.75
TEST_09279,0.84
TEST_09280,1.62
TEST_09281,3.06
TEST_09282,0.54
TEST_09283,2.46
TEST_09284,2.21
TEST_09285,0.97
TEST_09286,0.45
TEST_09287,1.04
TEST_09288,1.59
TEST_09289,0.41
TEST_09290,2.27
TEST_09291,4.14
TEST_09292,1.66
TEST_09293,1.32
TEST_09294,3.78
TEST_09295,2.9
TEST_09296,0.96
TEST_09297,3.55
TEST_09298,5.33
TEST_09299,2.08
TEST_09300,1.86
TEST_09301,1.05
TEST_09302,1.64
TEST_09303,1.79
TEST_09304,6.87
TEST_09305,2.54
TEST_09306,2.91
TEST_09307,3.85
TEST_09308,2.16
TEST_09309,2.6
TEST_09310,2.72
TEST_09311,2.82
TEST_09312,1.52
TEST_09313,5.3
TEST_09314,1.39
TEST_09315,0.71
TEST_09316,0.98
TEST_09317,2.14
TEST_09318,1.49
TEST_09319,0.56
TEST_09320,1.68
TEST_09321,0.79
TEST_09322,1.97
